"","movieCd","movieNm","dom_or_for","nation","genre","reopen","year","month","date","openDt","salesAmt","salesPeak","salesTotal","audiCnt","audiPeak","audiTotal","showCnt","sales_per_show","audi_per_show","show_per_scrn","sales_over10b","audi_over5m"
"101","20181877","캡틴 마블","해외","미국","액션","초개봉",2019,3,2019-03-11,2019-03-06,1466548520,9080401749,51459630433,170529,1001712,5797321,10379,141299.597263706,16.4301955872435,5.41984334203655,"over",TRUE
"102","20196601","항거:유관순 이야기","국내","한국","드라마","초개봉",2019,3,2019-03-11,2019-02-27,107297310,2195096671,9185709011,13394,262491,1141083,1701,63078.9594356261,7.87419165196943,2.75242718446602,"under",FALSE
"103","20182530","극한직업","국내","한국","코미디","초개봉",2019,3,2019-03-11,2019-01-23,87818580,1190333970,139565890466,10946,134879,16252575,1071,81996.8067226891,10.2203548085901,2.02075471698113,"over",TRUE
"104","20185881","증인","국내","한국","드라마","초개봉",2019,3,2019-03-11,2019-02-13,84851170,1272099600,20426848871,10735,148186,2527267,1420,59754.3450704225,7.55985915492958,2.68939393939394,"over",FALSE
"105","20177539","사바하","국내","한국","기타","초개봉",2019,3,2019-03-11,2019-02-20,89664810,1654706831,19978963414,10706,186751,2394285,1295,69239.2355212355,8.26718146718147,2.4573055028463,"over",FALSE
"106","20184574","그린 북","해외","미국","드라마","초개봉",2019,3,2019-03-11,2019-01-09,18772740,93878724,3689881360,2761,10469,441993,183,102583.278688525,15.0874316939891,1.60526315789474,"under",FALSE
"107","20180937","더 페이버릿: 여왕의 여자","해외","미국","드라마","초개봉",2019,3,2019-03-11,2019-02-21,19120400,116226950,1179520730,2409,13111,140675,176,108638.636363636,13.6875,1.95555555555556,"under",FALSE
"108","20175407","우상","국내","한국","기타","초개봉",2019,3,2019-03-11,2019-03-20,19596000,294901025,1475074548,2152,32698,171623,12,1633000,179.333333333333,1.09090909090909,"under",FALSE
"109","20176103","돈","국내","한국","범죄","초개봉",2019,3,2019-03-11,2019-03-20,10827000,4347824286,28858356362,1620,480709,3387540,8,1353375,202.5,1,"over",FALSE
"110","20197483","1919 유관순","국내","한국","기타","초개봉",2019,3,2019-03-11,2019-03-14,12971000,88630000,440088410,1465,10506,53153,7,1853000,209.285714285714,1,"under",FALSE
"111","20181877","캡틴 마블","해외","미국","액션","초개봉",2019,3,2019-03-12,2019-03-06,1183058020,9080401749,51459630433,137977,1001712,5797321,10223,115725.131566076,13.4967230754182,5.28320413436693,"over",TRUE
"112","20196601","항거:유관순 이야기","국내","한국","드라마","초개봉",2019,3,2019-03-12,2019-02-27,100285240,2195096671,9185709011,13015,262491,1141083,1666,60195.2220888355,7.81212484993998,2.70454545454545,"under",FALSE
"113","20182530","극한직업","국내","한국","코미디","초개봉",2019,3,2019-03-12,2019-01-23,90720730,1190333970,139565890466,11755,134879,16252575,1073,84548.6766076421,10.955265610438,2.02071563088512,"over",TRUE
"114","20185881","증인","국내","한국","드라마","초개봉",2019,3,2019-03-12,2019-02-13,82795810,1272099600,20426848871,10600,148186,2527267,1385,59780.3682310469,7.65342960288809,2.5839552238806,"over",FALSE
"115","20177539","사바하","국내","한국","기타","초개봉",2019,3,2019-03-12,2019-02-20,83034020,1654706831,19978963414,9976,186751,2394285,1295,64118.9343629344,7.7034749034749,2.38051470588235,"over",FALSE
"116","20197283","이스케이프 룸","해외","미국","액션","초개봉",2019,3,2019-03-12,2019-03-14,32018000,1210782007,4966279994,3580,133134,557876,15,2134533.33333333,238.666666666667,1,"under",FALSE
"117","20176103","돈","국내","한국","범죄","초개봉",2019,3,2019-03-12,2019-03-20,21876000,4347824286,28858356362,3493,480709,3387540,17,1286823.52941176,205.470588235294,1,"over",FALSE
"118","20184574","그린 북","해외","미국","드라마","초개봉",2019,3,2019-03-12,2019-01-09,18380860,93878724,3689881360,2725,10469,441993,177,103846.666666667,15.3954802259887,1.48739495798319,"under",FALSE
"119","20180937","더 페이버릿: 여왕의 여자","해외","미국","드라마","초개봉",2019,3,2019-03-12,2019-02-21,17971540,116226950,1179520730,2347,13111,140675,165,108918.424242424,14.2242424242424,1.79347826086957,"under",FALSE
"120","20175407","우상","국내","한국","기타","초개봉",2019,3,2019-03-12,2019-03-20,14648000,294901025,1475074548,1472,32698,171623,17,861647.058823529,86.5882352941177,1,"under",FALSE
"121","20181877","캡틴 마블","해외","미국","액션","초개봉",2019,3,2019-03-13,2019-03-06,1086080280,9080401749,51459630433,126639,1001712,5797321,9673,112279.569936938,13.0920086839657,5.16168623265742,"over",TRUE
"122","20197283","이스케이프 룸","해외","미국","액션","초개봉",2019,3,2019-03-13,2019-03-14,160268730,1210782007,4966279994,18779,133134,557876,1513,105927.77924653,12.4117647058824,2.59965635738832,"under",FALSE
"123","20196601","항거:유관순 이야기","국내","한국","드라마","초개봉",2019,3,2019-03-13,2019-02-27,88593500,2195096671,9185709011,11665,262491,1141083,1463,60556.049213944,7.97334244702666,2.38273615635179,"under",FALSE
"124","20182530","극한직업","국내","한국","코미디","초개봉",2019,3,2019-03-13,2019-01-23,72160670,1190333970,139565890466,9226,134879,16252575,959,75245.7455683003,9.62043795620438,1.88039215686275,"over",TRUE
"125","20185881","증인","국내","한국","드라마","초개봉",2019,3,2019-03-13,2019-02-13,68515820,1272099600,20426848871,8705,148186,2527267,1184,57868.0912162162,7.35219594594595,2.24667931688805,"over",FALSE
"126","20177539","사바하","국내","한국","기타","초개봉",2019,3,2019-03-13,2019-02-20,66747100,1654706831,19978963414,8076,186751,2394285,1087,61404.8758049678,7.4296228150874,2.15674603174603,"over",FALSE
